GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (GPS)(km/h),Acceleration Sensor(Total)(g),Engine Coolant Temperature(°C),Intake Manifold Pressure(kPa),Engine RPM(rpm),Miles Per Gallon(Instant)(mpg)
Wed May 19 18:19:20 EDT 2021,19-May-2021 18:19:19.991,-79.38239634,43.78281731,0.0,3.7900925,140.3577880859375,0.0,0.63798636,6.5001025,7.365407,0.022482574,0.0,0.022482573986053467,81.0,31.0,718.75,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.094,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-0.44536412,6.652047,6.91765,0.016602665,0.0,0.019210662692785263,81.0,31.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.190,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-1.198206,7.1859455,6.3957157,0.014493616,0.0,0.014493616297841072,81.0,31.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.290,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-1.0953146,7.24457,6.1588264,0.011344448,0.0,0.01134444773197174,81.0,31.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.390,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-0.101694964,6.948757,6.9475603,0.020703018,0.0,0.020703017711639404,81.0,31.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.489,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-0.0059820567,6.818348,7.0555367,0.019178689,0.0,0.019178688526153564,81.0,31.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.590,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-0.35563326,6.942775,6.7908306,0.013225157,0.0,0.01322515681385994,81.0,31.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.691,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-0.2656033,6.927222,6.9092755,0.013213478,0.0,0.013213478028774261,81.0,32.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.790,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-0.031106694,7.0411797,6.948757,0.027424395,0.0,0.027424395084381104,81.0,32.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.890,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,-0.46331027,7.0268226,6.8865438,0.023040593,0.0,0.023040592670440674,81.0,32.0,709.25,0.0
Wed May 19 18:19:21 EDT 2021,19-May-2021 18:19:20.990,-79.38239634,43.78281729,0.0,3.7900925,140.35943603515625,0.0,0.23330021,6.5048885,7.4036922,0.01862935,0.0,0.018629349768161774,81.0,32.0,709.25,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.089,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.083748795,6.538388,7.2361946,0.017268568,0.0,0.01726856827735901,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.189,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.11964113,6.6628146,7.153642,0.015595794,0.0,0.015595793724060059,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.290,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.24885355,6.4761744,7.224231,0.008324146,0.0,0.008324146270751953,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.392,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.41306102,6.4869423,7.341479,0.013789301,0.0,0.013789300806820393,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.491,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.3592225,6.448358,7.2469625,0.014299944,0.0,0.014299944043159485,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.591,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.31016964,6.5958157,7.213463,0.01587218,0.0,0.015872180461883545,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.690,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.42382872,6.4570317,7.2900333,0.012648344,0.0,0.012648344039916992,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.791,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.38315073,6.489335,7.3103724,0.0122275995,0.0,0.012227599509060383,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.890,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.39032918,6.502496,7.2673016,0.0123176165,0.0,0.012317616492509842,81.0,32.0,707.75,0.0
Wed May 19 18:19:22 EDT 2021,19-May-2021 18:19:21.990,-79.38239633,43.78281728,0.0,3.7900925,140.36273193359375,0.0,0.31256247,6.502496,7.2385874,0.011391699,0.0,0.011391699314117432,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.089,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,0.39750767,6.4618177,7.359425,0.014573984,0.0,0.01457398384809494,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.190,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,0.44895336,6.4064837,7.231409,0.012455569,0.0,0.01245556864887476,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.290,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,0.36161533,6.5048885,7.2936225,0.012747018,0.0,0.012747017666697502,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.389,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,-0.019142581,6.556334,7.1392856,0.007078767,0.0,0.007078766822814941,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.491,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,-0.4034897,6.7166533,7.0950184,0.011456251,0.0,0.01145625114440918,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.590,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,1.0833504,5.9123654,7.791629,0.0059409,0.0,0.005940900184214115,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.690,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,1.3070793,5.9937215,7.893324,0.013572079,0.0,0.013572079129517078,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.790,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,0.541077,6.3011994,7.22782,-0.0019860864,0.0,-0.001986086368560791,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.890,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,0.95054877,6.3921266,7.2565336,0.008006965,0.0,0.008006964810192585,81.0,32.0,714.25,0.0
Wed May 19 18:19:23 EDT 2021,19-May-2021 18:19:22.990,-79.38239633,43.78281727,0.0,3.7900925,140.363037109375,0.0,0.7851449,6.2437716,7.6289167,0.0082393745,0.0,0.008239374496042728,81.0,32.0,714.25,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.090,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.6786643,6.2437716,7.3582287,0.010571938,0.0,0.010571938008069992,81.0,32.0,714.25,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.190,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.6343971,6.261718,7.565208,0.02215308,0.0,0.022153079509735107,81.0,32.0,701.5,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.290,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.65353966,6.2724853,7.469495,0.01427791,0.0,0.014277909882366657,81.0,32.0,701.5,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.391,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.61046886,6.2665033,7.5520473,0.0122642005,0.0,0.012264200486242771,81.0,32.0,701.5,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.491,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.67387867,6.322735,7.4156566,0.013249997,0.0,0.013249997049570084,81.0,32.0,701.5,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.591,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.62961143,6.268896,7.4395847,0.012781203,0.0,0.012781202793121338,81.0,32.0,701.5,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.692,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.60329044,6.296414,7.538887,0.014775165,0.0,0.014775165356695652,81.0,32.0,701.5,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.791,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.74446696,6.2784677,7.5460653,0.013922802,0.0,0.013922802172601223,81.0,32.0,701.5,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.890,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,0.6786643,6.2880387,7.5520473,0.0142546855,0.0,0.014254685491323471,81.0,32.0,701.5,0.0
Wed May 19 18:19:24 EDT 2021,19-May-2021 18:19:23.991,-79.38239632,43.78281726,0.0,3.7900925,140.3619384765625,0.0,1.5215361,6.1851473,7.7832537,0.044213355,0.0,0.04421335458755493,81.0,32.0,701.5,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.089,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-1.3286148,6.795616,6.728617,0.016096797,0.0,0.016096796840429306,81.0,32.0,701.5,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.190,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-1.9657038,7.248159,6.3478594,0.01807639,0.0,0.018076390027999878,81.0,32.0,701.5,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.290,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-1.1503495,6.8458657,6.6891356,0.015913708,0.0,0.01591370813548565,81.0,32.0,708.75,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.389,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-0.8644072,6.795616,6.893722,0.00968194,0.0,0.009681940078735352,81.0,32.0,708.75,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.490,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-1.250848,6.799206,6.721439,0.0018925071,0.0,0.0018925070762634277,81.0,32.0,708.75,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.589,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-0.7492526,6.9056864,6.6161547,0.01318871,0.0,0.013188710436224937,81.0,32.0,708.75,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.690,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-0.811466,6.751349,6.9942207,0.010800317,0.0,0.0108003169298172,81.0,32.0,708.75,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.789,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-0.8234301,6.708278,6.849455,-1.0496378E-4,0.0,-1.0496377944946289E-4,81.0,32.0,708.75,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.892,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-0.6332007,6.8925257,6.9044895,0.015584409,0.0,0.015584409236907959,81.0,32.0,708.75,0.0
Wed May 19 18:19:25 EDT 2021,19-May-2021 18:19:24.989,-79.38239632,43.78281724,0.0,3.7900925,140.3604736328125,0.0,-0.26799613,6.498906,7.3247294,0.010596857,0.0,0.010596857406198978,81.0,32.0,708.75,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.089,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,-0.26081768,6.4737816,7.3785677,0.012375452,0.0,0.012375451624393463,81.0,32.0,708.75,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.192,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,-0.047856454,6.4737816,7.22782,0.008120596,0.0,0.008120596408843994,81.0,32.0,708.75,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.289,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,-0.025124637,6.3622165,7.4276204,0.015939653,0.0,0.015939652919769287,81.0,32.0,721.5,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.390,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,-0.4118646,6.419644,7.433603,0.012072311,0.0,0.012072310782968998,81.0,32.0,721.5,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.489,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,0.17228323,6.376573,7.4192457,0.013858896,0.0,0.013858895748853683,81.0,32.0,721.5,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.590,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,0.5673981,6.2090755,7.4048886,0.005772054,0.0,0.005772054195404053,81.0,32.0,721.5,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.690,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,-0.38315073,6.311967,7.969894,0.05608827,0.0,0.056088268756866455,81.0,32.0,721.5,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.789,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,0.43100718,6.5312095,7.2792654,0.021819985,0.0,0.021819984540343285,81.0,32.0,721.5,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.889,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,0.42023948,6.3071814,7.394121,0.009982418,0.0,0.009982418268918991,81.0,31.0,721.5,0.0
Wed May 19 18:19:26 EDT 2021,19-May-2021 18:19:25.989,-79.3823963,43.78281723,0.0,3.7900925,140.36328125,0.0,0.27876383,6.2748785,7.3522468,0.0047205687,0.0,0.004720568656921387,81.0,31.0,721.5,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.090,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.24646074,6.346663,7.5460653,0.0071670082,0.0,0.007167008239775896,81.0,31.0,721.5,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.189,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.17108682,6.3454666,7.4443703,0.011048289,0.0,0.011048289015889168,81.0,31.0,713.0,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.289,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.32452658,6.3777695,7.234998,0.010791838,0.0,0.0107918381690979,81.0,31.0,713.0,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.390,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.23928227,6.3622165,7.453942,0.018273354,0.0,0.018273353576660156,81.0,31.0,713.0,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.491,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.19860429,6.3777695,7.193124,0.014111484,0.0,0.01411148440092802,81.0,31.0,713.0,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.591,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.30059835,6.410073,7.433603,0.0135339685,0.0,0.013533968478441238,81.0,31.0,713.0,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.690,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.27517462,6.372984,7.3343005,0.013392504,0.0,0.013392504304647446,81.0,31.0,713.0,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.790,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.25962126,6.3550377,7.382157,0.012296259,0.0,0.01229625940322876,81.0,31.0,713.0,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.889,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.25962126,6.393323,7.327122,0.012426436,0.0,0.012426435947418213,81.0,32.0,713.0,0.0
Wed May 19 18:19:27 EDT 2021,19-May-2021 18:19:26.989,-79.38239629,43.78281721,0.0,3.7900925,140.3616943359375,0.0,0.5769694,6.6891356,6.434001,0.003346434,0.0,0.0033464340958744287,81.0,32.0,713.0,0.0
Wed May 19 18:19:28 EDT 2021,19-May-2021 18:19:27.091,-79.38239627,43.7828172,0.0,3.7900925,140.361572265625,0.0,0.29102704,5.489733,7.913663,-0.002883603,0.0,-0.002883603097870946,81.0,32.0,713.0,0.0
Wed May 19 18:19:28 EDT 2021,19-May-2021 18:19:27.191,-79.38239627,43.7828172,0.0,3.7900925,140.361572265625,0.0,-0.36161533,4.825426,9.32154,0.08961111,0.0,0.08961111307144165,81.0,32.0,713.0,0.0
Wed May 19 18:19:28 EDT 2021,19-May-2021 18:19:27.289,-79.38239627,43.7828172,0.0,3.7900925,140.361572265625,0.0,-0.3185445,5.1556354,9.020942,0.08331952,0.0,0.0833195224404335,81.0,32.0,713.0,0.0
